PickupDatetimeUTC,DropoffDatetimeUTC,PassengerCount,TripDistance,StoreAndFwd,PickupLocationId,DropoffLocationId,FareAmount,TipAmount
01/01/0001 00:00:00,01/01/0001 00:00:00,1,2.48,"No ",234,229,14.50,2.00
01/01/0001 00:00:00,01/01/0001 00:00:00,1,2.41,"No ",234,229,13.50,1.80
01/01/0001 00:00:00,01/01/0001 00:00:00,2,1.8,"No ",161,234,13.00,3.36
01/01/0001 00:00:00,01/01/0001 00:00:00,2,5.74,"No ",161,88,25.50,5.86
01/01/0001 00:00:00,01/01/0001 00:00:00,2,1.85,"No ",48,238,7.50,0.00
01/01/0001 00:00:00,01/01/0001 00:00:00,2,1.85,"No ",48,238,7.50,0.00
01/01/0001 00:00:00,01/01/0001 00:00:00,1,1.9,"No ",43,48,16.00,3.95
01/01/0001 00:00:00,01/01/0001 00:00:00,1,2.13,"No ",43,48,8.50,0.00
01/01/0001 00:00:00,01/01/0001 00:00:00,1,1.41,"No ",107,4,7.00,2.16
01/01/0001 00:00:00,01/01/0001 00:00:00,1,1.6,"No ",107,170,7.50,2.26
01/01/0001 00:00:00,01/01/0001 00:00:00,2,2.06,"No ",48,238,8.00,2.36
01/01/0001 00:00:00,01/01/0001 00:00:00,2,1.9,"No ",48,239,11.50,2.00
01/01/0001 00:00:00,01/01/0001 00:00:00,1,1.16,"No ",79,113,7.50,2.26
01/01/0001 00:00:00,01/01/0001 00:00:00,1,5.16,"No ",79,48,20.50,4.00
01/01/0001 00:00:00,01/01/0001 00:00:00,1,1.9,"No ",238,142,9.50,2.65
01/01/0001 00:00:00,01/01/0001 00:00:00,1,1.61,"No ",238,237,8.00,2.95
01/01/0001 00:00:00,01/01/0001 00:00:00,1,2.35,"No ",237,48,17.50,4.26
01/01/0001 00:00:00,01/01/0001 00:00:00,1,1.2,"No ",237,229,6.00,1.95
01/01/0001 00:00:00,01/01/0001 00:00:00,1,1.02,"No ",141,163,6.50,2.06
01/01/0001 00:00:00,01/01/0001 00:00:00,1,2.96,"No ",141,107,10.50,1.70
01/01/0001 00:00:00,01/01/0001 00:00:00,2,2.18,"No ",148,137,10.00,3.00
01/01/0001 00:00:00,01/01/0001 00:00:00,2,1.7,"No ",148,107,8.00,1.20
01/01/0001 00:00:00,01/01/0001 00:00:00,2,0.5,"No ",79,79,4.50,2.05
01/01/0001 00:00:00,01/01/0001 00:00:00,2,1.5,"No ",79,79,4.00,0.00
01/01/0001 00:00:00,01/01/0001 00:00:00,1,1.29,"No ",137,186,16.00,3.96
01/01/0001 00:00:00,01/01/0001 00:00:00,1,4.71,"No ",137,238,17.50,6.39
01/01/0001 00:00:00,01/01/0001 00:00:00,1,3,"No ",238,229,14.00,3.55
01/01/0001 00:00:00,01/01/0001 00:00:00,1,2.43,"No ",238,141,11.00,0.00
01/01/0001 00:00:00,01/01/0001 00:00:00,1,2.41,"No ",142,140,14.00,3.56
01/01/0001 00:00:00,01/01/0001 00:00:00,1,2.06,"No ",142,238,8.50,3.69
01/01/0001 00:00:00,01/01/0001 00:00:00,1,0.38,"No ",43,43,4.00,1.25
01/01/0001 00:00:00,01/01/0001 00:00:00,1,1.75,"No ",43,239,9.50,2.66
01/01/0001 00:00:00,01/01/0001 00:00:00,1,2.2,"No ",239,236,9.50,0.00
01/01/0001 00:00:00,01/01/0001 00:00:00,1,1.1,"No ",239,236,7.00,3.20
01/01/0001 00:00:00,01/01/0001 00:00:00,1,2.93,"No ",48,162,26.00,7.45
01/01/0001 00:00:00,01/01/0001 00:00:00,1,2.62,"No ",48,43,12.00,0.00
01/01/0001 00:00:00,01/01/0001 00:00:00,1,1.8,"No ",249,231,9.50,2.66
01/01/0001 00:00:00,01/01/0001 00:00:00,1,1.88,"No ",249,170,10.50,3.58
01/01/0001 00:00:00,01/01/0001 00:00:00,1,0.43,"No ",170,170,4.00,1.56
01/01/0001 00:00:00,01/01/0001 00:00:00,1,0.8,"No ",170,164,6.50,3.05
01/01/0001 00:00:00,01/01/0001 00:00:00,1,1.73,"No ",79,233,8.00,2.00
01/01/0001 00:00:00,01/01/0001 00:00:00,1,1.8,"No ",79,233,8.50,2.46
01/01/0001 00:00:00,01/01/0001 00:00:00,2,1.06,"No ",79,234,7.00,2.16
01/01/0001 00:00:00,01/01/0001 00:00:00,2,1,"No ",79,234,6.50,2.05
01/01/0001 00:00:00,01/01/0001 00:00:00,1,0.72,"No ",249,234,5.00,1.32
01/01/0001 00:00:00,01/01/0001 00:00:00,1,3.4,"No ",249,233,16.00,4.95
01/01/0001 00:00:00,01/01/0001 00:00:00,1,4.02,"No ",41,244,14.50,0.00
01/01/0001 00:00:00,01/01/0001 00:00:00,1,1.4,"No ",41,166,7.00,0.00
01/01/0001 00:00:00,01/01/0001 00:00:00,1,2.97,"No ",249,50,14.50,3.66
01/01/0001 00:00:00,01/01/0001 00:00:00,1,1.13,"No ",249,79,7.00,2.16
01/01/0001 00:00:00,01/01/0001 00:00:00,1,3.93,"No ",238,244,13.00,3.36
01/01/0001 00:00:00,01/01/0001 00:00:00,1,2.02,"No ",238,142,9.00,2.56
01/01/0001 00:00:00,01/01/0001 00:00:00,1,2.65,"No ",238,140,12.00,3.95
01/01/0001 00:00:00,01/01/0001 00:00:00,1,0.62,"No ",68,50,8.00,0.00
01/01/0001 00:00:00,01/01/0001 00:00:00,1,1.3,"No ",68,48,11.00,2.95
01/01/0001 00:00:00,01/01/0001 00:00:00,1,2.1,"No ",79,170,11.00,2.95
01/01/0001 00:00:00,01/01/0001 00:00:00,1,1.2,"No ",79,137,5.50,1.86
01/01/0001 00:00:00,01/01/0001 00:00:00,1,0.93,"No ",234,79,6.00,2.94
01/01/0001 00:00:00,01/01/0001 00:00:00,1,1.96,"No ",234,186,15.50,3.86
01/01/0001 00:00:00,01/01/0001 00:00:00,1,2.12,"No ",249,246,9.50,2.66
01/01/0001 00:00:00,01/01/0001 00:00:00,1,3.34,"No ",249,229,19.00,1.00
01/01/0001 00:00:00,01/01/0001 00:00:00,1,1.22,"No ",43,236,7.00,1.08
01/01/0001 00:00:00,01/01/0001 00:00:00,1,3.71,"No ",43,148,17.50,4.26
01/01/0001 00:00:00,01/01/0001 00:00:00,1,1.17,"No ",90,114,7.00,2.16
01/01/0001 00:00:00,01/01/0001 00:00:00,1,3.66,"No ",90,140,18.00,0.00
01/01/0001 00:00:00,01/01/0001 00:00:00,1,0.55,"No ",161,162,4.50,0.00
01/01/0001 00:00:00,01/01/0001 00:00:00,1,1.88,"No ",161,48,12.50,3.26
01/01/0001 00:00:00,01/01/0001 00:00:00,1,1.6,"No ",239,236,7.50,0.00
01/01/0001 00:00:00,01/01/0001 00:00:00,1,1.82,"No ",239,263,10.00,0.00
01/01/0001 00:00:00,01/01/0001 00:00:00,1,8.65,"No ",161,97,35.00,7.76
01/01/0001 00:00:00,01/01/0001 00:00:00,1,1.96,"No ",161,140,11.00,2.96
01/01/0001 00:00:00,01/01/0001 00:00:00,1,2.5,"No ",237,75,9.00,0.00
01/01/0001 00:00:00,01/01/0001 00:00:00,1,1.2,"No ",237,236,6.00,0.00
01/01/0001 00:00:00,01/01/0001 00:00:00,1,0.78,"No ",161,164,11.00,0.00
01/01/0001 00:00:00,01/01/0001 00:00:00,1,2.17,"No ",161,107,11.50,0.00
01/01/0001 00:00:00,01/01/0001 00:00:00,1,1.84,"No ",238,48,9.50,0.00
01/01/0001 00:00:00,01/01/0001 00:00:00,1,3.07,"No ",238,116,13.50,0.00
01/01/0001 00:00:00,01/01/0001 00:00:00,4,2.1,"No ",48,238,9.00,0.00
01/01/0001 00:00:00,01/01/0001 00:00:00,4,0.43,"No ",48,48,7.00,0.00
01/01/0001 00:00:00,01/01/0001 00:00:00,1,3.17,"No ",234,232,13.00,3.36
01/01/0001 00:00:00,01/01/0001 00:00:00,1,0.7,"No ",234,113,5.50,2.75
01/01/0001 00:00:00,01/01/0001 00:00:00,2,2.59,"No ",162,114,12.00,3.16
01/01/0001 00:00:00,01/01/0001 00:00:00,2,1.6,"No ",162,100,12.00,3.16
01/01/0001 00:00:00,01/01/0001 00:00:00,2,1.1,"No ",263,140,7.00,2.16
01/01/0001 00:00:00,01/01/0001 00:00:00,2,2.8,"No ",263,107,11.00,2.96
01/01/0001 00:00:00,01/01/0001 00:00:00,1,5.7,"No ",238,107,22.50,0.00
01/01/0001 00:00:00,01/01/0001 00:00:00,1,1.15,"No ",238,43,6.50,1.00
01/01/0001 00:00:00,01/01/0001 00:00:00,1,0.5,"No ",170,137,4.50,1.00
01/01/0001 00:00:00,01/01/0001 00:00:00,1,1.52,"No ",170,162,8.00,0.00
01/01/0001 00:00:00,01/01/0001 00:00:00,2,1.85,"No ",48,107,15.50,3.86
01/01/0001 00:00:00,01/01/0001 00:00:00,2,2.45,"No ",48,100,23.50,0.00
01/01/0001 00:00:00,01/01/0001 00:00:00,1,0.7,"No ",231,125,5.50,0.00
01/01/0001 00:00:00,01/01/0001 00:00:00,1,2.77,"No ",231,186,10.50,0.00
01/01/0001 00:00:00,01/01/0001 00:00:00,1,1.96,"No ",68,48,12.00,3.16
01/01/0001 00:00:00,01/01/0001 00:00:00,1,0.46,"No ",68,68,5.00,1.76
01/01/0001 00:00:00,01/01/0001 00:00:00,1,4.81,"No ",140,223,18.00,4.36
01/01/0001 00:00:00,01/01/0001 00:00:00,1,3.7,"No ",140,234,14.50,1.00
01/01/0001 00:00:00,01/01/0001 00:00:00,2,0.98,"No ",170,107,6.50,2.06
01/01/0001 00:00:00,01/01/0001 00:00:00,2,1.5,"No ",170,79,9.00,2.56
01/01/0001 00:00:00,01/01/0001 00:00:00,1,3.9,"No ",74,143,14.00,3.56
01/01/0001 00:00:00,01/01/0001 00:00:00,1,3.8,"No ",74,119,14.00,1.70
01/01/0001 00:00:00,01/01/0001 00:00:00,2,2,"No ",161,68,19.00,0.00
01/01/0001 00:00:00,01/01/0001 00:00:00,2,8,"No ",161,25,32.50,2.00
01/01/0001 00:00:00,01/01/0001 00:00:00,1,2.5,"No ",164,144,12.50,2.00
01/01/0001 00:00:00,01/01/0001 00:00:00,1,1.61,"No ",164,79,8.50,2.46
01/01/0001 00:00:00,01/01/0001 00:00:00,2,1.33,"No ",79,107,7.50,2.00
01/01/0001 00:00:00,01/01/0001 00:00:00,2,1.3,"No ",79,233,6.50,2.00
01/01/0001 00:00:00,01/01/0001 00:00:00,1,2.21,"No ",237,239,9.50,2.66
01/01/0001 00:00:00,01/01/0001 00:00:00,1,0.83,"No ",237,237,5.50,2.32
01/01/0001 00:00:00,01/01/0001 00:00:00,1,1.4,"No ",237,164,10.50,2.85
01/01/0001 00:00:00,01/01/0001 00:00:00,1,2.26,"No ",237,75,9.50,0.00
01/01/0001 00:00:00,01/01/0001 00:00:00,2,4.11,"No ",107,239,17.50,5.32
01/01/0001 00:00:00,01/01/0001 00:00:00,2,3.31,"No ",107,33,14.00,5.34
01/01/0001 00:00:00,01/01/0001 00:00:00,1,1,"No ",79,114,6.00,2.45
01/01/0001 00:00:00,01/01/0001 00:00:00,1,0.54,"No ",79,107,4.00,1.56
01/01/0001 00:00:00,01/01/0001 00:00:00,1,0.9,"No ",229,170,6.00,1.95
01/01/0001 00:00:00,01/01/0001 00:00:00,1,6.59,"No ",229,173,22.50,0.00
01/01/0001 00:00:00,01/01/0001 00:00:00,1,2.18,"No ",237,137,14.50,3.66
01/01/0001 00:00:00,01/01/0001 00:00:00,1,0.8,"No ",237,161,6.00,0.00
01/01/0001 00:00:00,01/01/0001 00:00:00,1,0.8,"No ",79,4,5.50,1.00
01/01/0001 00:00:00,01/01/0001 00:00:00,1,0.72,"No ",79,224,4.50,0.00
01/01/0001 00:00:00,01/01/0001 00:00:00,1,1.82,"No ",161,246,22.00,0.00
01/01/0001 00:00:00,01/01/0001 00:00:00,1,1.14,"No ",161,170,9.00,0.00
01/01/0001 00:00:00,01/01/0001 00:00:00,1,3.26,"No ",79,141,12.00,3.16
01/01/0001 00:00:00,01/01/0001 00:00:00,1,0.27,"No ",79,79,3.00,1.36
01/01/0001 00:00:00,01/01/0001 00:00:00,1,2,"No ",239,166,7.50,2.26
01/01/0001 00:00:00,01/01/0001 00:00:00,1,9.88,"No ",239,33,33.50,7.46
01/01/0001 00:00:00,01/01/0001 00:00:00,1,6.6,"No ",234,17,25.00,5.76
01/01/0001 00:00:00,01/01/0001 00:00:00,1,1.1,"No ",234,4,6.50,2.05
01/01/0001 00:00:00,01/01/0001 00:00:00,1,3.28,"No ",170,48,17.50,4.26
01/01/0001 00:00:00,01/01/0001 00:00:00,1,3.1,"No ",170,236,13.50,3.45
01/01/0001 00:00:00,01/01/0001 00:00:00,1,4.3,"No ",87,68,18.50,0.00
01/01/0001 00:00:00,01/01/0001 00:00:00,1,6.15,"No ",87,162,19.50,4.66
01/01/0001 00:00:00,01/01/0001 00:00:00,1,7.06,"No ",79,24,25.50,7.33
01/01/0001 00:00:00,01/01/0001 00:00:00,1,7.28,"No ",79,129,23.00,0.00
01/01/0001 00:00:00,01/01/0001 00:00:00,2,1.09,"No ",249,79,7.00,2.16
01/01/0001 00:00:00,01/01/0001 00:00:00,2,0.28,"No ",249,249,4.50,0.00
01/01/0001 00:00:00,01/01/0001 00:00:00,1,1.49,"No ",170,68,9.50,2.66
01/01/0001 00:00:00,01/01/0001 00:00:00,1,2.53,"No ",170,144,13.00,3.36
01/01/0001 00:00:00,01/01/0001 00:00:00,3,3.23,"No ",249,48,18.50,6.69
01/01/0001 00:00:00,01/01/0001 00:00:00,3,0.7,"No ",249,90,5.50,1.85
01/01/0001 00:00:00,01/01/0001 00:00:00,1,2.48,"No ",238,48,12.00,2.37
01/01/0001 00:00:00,01/01/0001 00:00:00,1,0.82,"No ",238,151,5.00,0.00
01/01/0001 00:00:00,01/01/0001 00:00:00,2,3.2,"No ",137,236,14.50,0.00
01/01/0001 00:00:00,01/01/0001 00:00:00,2,2.4,"No ",137,140,10.50,2.85
01/01/0001 00:00:00,01/01/0001 00:00:00,1,4.3,"No ",158,239,21.00,7.44
01/01/0001 00:00:00,01/01/0001 00:00:00,1,2.26,"No ",158,170,11.00,2.96
01/01/0001 00:00:00,01/01/0001 00:00:00,1,1.57,"No ",161,141,7.50,2.26
01/01/0001 00:00:00,01/01/0001 00:00:00,1,4.86,"No ",161,260,25.50,0.00
01/01/0001 00:00:00,01/01/0001 00:00:00,1,3.28,"No ",90,13,13.00,1.10
01/01/0001 00:00:00,01/01/0001 00:00:00,1,11.03,"No ",90,95,37.50,0.00
01/01/0001 00:00:00,01/01/0001 00:00:00,1,1.5,"No ",163,164,11.50,0.00
01/01/0001 00:00:00,01/01/0001 00:00:00,1,4.36,"No ",163,125,22.00,0.00
01/01/0001 00:00:00,01/01/0001 00:00:00,1,3.4,"No ",263,107,13.50,0.00
01/01/0001 00:00:00,01/01/0001 00:00:00,1,0.79,"No ",263,263,4.50,1.66
01/01/0001 00:00:00,01/01/0001 00:00:00,1,4.01,"No ",239,68,15.50,0.00
01/01/0001 00:00:00,01/01/0001 00:00:00,1,0.78,"No ",239,239,5.50,2.00
01/01/0001 00:00:00,01/01/0001 00:00:00,2,0.63,"No ",141,141,4.00,1.56
01/01/0001 00:00:00,01/01/0001 00:00:00,2,2.9,"No ",141,226,10.50,0.00
01/01/0001 00:00:00,01/01/0001 00:00:00,1,3.26,"No ",50,186,17.50,0.00
01/01/0001 00:00:00,01/01/0001 00:00:00,1,4.6,"No ",50,262,23.00,3.00
01/01/0001 00:00:00,01/01/0001 00:00:00,1,4.21,"No ",107,255,19.50,0.00
01/01/0001 00:00:00,01/01/0001 00:00:00,1,1.55,"No ",107,211,9.50,3.00
01/01/0001 00:00:00,01/01/0001 00:00:00,2,1.6,"No ",107,233,7.00,2.00
01/01/0001 00:00:00,01/01/0001 00:00:00,2,1.54,"No ",107,229,6.50,0.00
01/01/0001 00:00:00,01/01/0001 00:00:00,1,1.5,"No ",79,90,10.00,3.45
01/01/0001 00:00:00,01/01/0001 00:00:00,1,0.26,"No ",79,107,3.00,0.00
01/01/0001 00:00:00,01/01/0001 00:00:00,4,3.2,"No ",237,41,16.50,5.08
01/01/0001 00:00:00,01/01/0001 00:00:00,4,1.8,"No ",237,48,12.50,0.00
01/01/0001 00:00:00,01/01/0001 00:00:00,2,0.48,"No ",263,263,4.50,1.00
01/01/0001 00:00:00,01/01/0001 00:00:00,2,0.9,"No ",263,141,5.00,1.14
01/01/0001 00:00:00,01/01/0001 00:00:00,1,2.9,"No ",170,143,17.00,2.00
01/01/0001 00:00:00,01/01/0001 00:00:00,1,2.43,"No ",170,140,9.50,0.00
01/01/0001 00:00:00,01/01/0001 00:00:00,1,2.25,"No ",90,48,18.00,0.00
01/01/0001 00:00:00,01/01/0001 00:00:00,1,3.79,"No ",90,141,16.50,0.00
01/01/0001 00:00:00,01/01/0001 00:00:00,1,6.61,"No ",87,112,24.00,6.95
01/01/0001 00:00:00,01/01/0001 00:00:00,1,2.28,"No ",87,113,9.50,2.66
01/01/0001 00:00:00,01/01/0001 00:00:00,1,0.8,"No ",142,239,5.50,1.40
01/01/0001 00:00:00,01/01/0001 00:00:00,1,0.75,"No ",142,239,4.50,0.00
01/01/0001 00:00:00,01/01/0001 00:00:00,1,0.66,"No ",79,148,5.50,2.32
01/01/0001 00:00:00,01/01/0001 00:00:00,1,3.13,"No ",79,256,15.00,0.00
01/01/0001 00:00:00,01/01/0001 00:00:00,1,3.96,"No ",79,141,15.50,0.00
01/01/0001 00:00:00,01/01/0001 00:00:00,1,1.1,"No ",79,4,6.50,2.05
01/01/0001 00:00:00,01/01/0001 00:00:00,1,0.9,"No ",79,107,6.50,0.00
01/01/0001 00:00:00,01/01/0001 00:00:00,1,2.7,"No ",79,161,11.00,2.95
01/01/0001 00:00:00,01/01/0001 00:00:00,1,6.99,"No ",43,129,25.50,0.00
01/01/0001 00:00:00,01/01/0001 00:00:00,1,1.18,"No ",43,263,6.50,1.00
01/01/0001 00:00:00,01/01/0001 00:00:00,1,2.86,"No ",148,68,15.50,1.00
01/01/0001 00:00:00,01/01/0001 00:00:00,1,7.8,"No ",148,223,25.50,4.00
01/01/0001 00:00:00,01/01/0001 00:00:00,1,2,"No ",239,48,20.50,4.85
01/01/0001 00:00:00,01/01/0001 00:00:00,1,5.28,"No ",239,79,25.00,2.00
01/01/0001 00:00:00,01/01/0001 00:00:00,1,0.96,"No ",162,170,6.00,1.96
01/01/0001 00:00:00,01/01/0001 00:00:00,1,2.5,Yes,162,230,19.00,0.00
01/01/0001 00:00:00,01/01/0001 00:00:00,2,2,"No ",141,48,10.50,0.00
01/01/0001 00:00:00,01/01/0001 00:00:00,2,0.81,"No ",141,263,4.50,2.08
01/01/0001 00:00:00,01/01/0001 00:00:00,1,0.51,"No ",137,107,4.00,1.56
01/01/0001 00:00:00,01/01/0001 00:00:00,1,2.04,"No ",137,211,9.00,3.84
01/01/0001 00:00:00,01/01/0001 00:00:00,1,0.78,"No ",161,229,6.00,2.94
01/01/0001 00:00:00,01/01/0001 00:00:00,1,4.94,"No ",161,42,19.50,0.00
01/01/0001 00:00:00,01/01/0001 00:00:00,1,12.52,"No ",161,130,37.00,0.00
01/01/0001 00:00:00,01/01/0001 00:00:00,1,4.45,"No ",68,141,20.50,4.86
01/01/0001 00:00:00,01/01/0001 00:00:00,1,3.84,"No ",68,148,17.50,3.70
01/01/0001 00:00:00,01/01/0001 00:00:00,1,1.66,"No ",234,246,9.50,0.00
01/01/0001 00:00:00,01/01/0001 00:00:00,1,1.2,"No ",234,79,6.50,2.05
01/01/0001 00:00:00,01/01/0001 00:00:00,1,0.1,"No ",50,50,5.00,0.00
01/01/0001 00:00:00,01/01/0001 00:00:00,1,0.31,"No ",50,48,10.50,0.00
01/01/0001 00:00:00,01/01/0001 00:00:00,1,0.71,"No ",164,170,5.50,0.00
01/01/0001 00:00:00,01/01/0001 00:00:00,1,3.5,"No ",164,239,16.00,0.00
01/01/0001 00:00:00,01/01/0001 00:00:00,2,2.39,"No ",234,246,16.00,2.00
01/01/0001 00:00:00,01/01/0001 00:00:00,2,3.6,"No ",234,107,17.00,0.00
01/01/0001 00:00:00,01/01/0001 00:00:00,1,1.06,"No ",107,79,6.50,2.06
01/01/0001 00:00:00,01/01/0001 00:00:00,1,1.04,"No ",107,249,6.00,1.75
01/01/0001 00:00:00,01/01/0001 00:00:00,1,2.68,"No ",238,141,12.50,0.00
01/01/0001 00:00:00,01/01/0001 00:00:00,1,0.8,"No ",238,239,5.00,1.75
01/01/0001 00:00:00,01/01/0001 00:00:00,1,5.31,"No ",237,80,19.00,4.56
01/01/0001 00:00:00,01/01/0001 00:00:00,1,4.74,"No ",237,255,19.00,6.84
01/01/0001 00:00:00,01/01/0001 00:00:00,1,4.74,"No ",79,112,20.00,4.76
01/01/0001 00:00:00,01/01/0001 00:00:00,1,2.9,"No ",79,68,15.50,2.00
01/01/0001 00:00:00,01/01/0001 00:00:00,1,1.33,"No ",137,224,7.50,2.00
01/01/0001 00:00:00,01/01/0001 00:00:00,1,1.07,"No ",137,79,5.50,1.86
01/01/0001 00:00:00,01/01/0001 00:00:00,2,2.68,"No ",142,263,12.00,3.16
01/01/0001 00:00:00,01/01/0001 00:00:00,2,2.81,"No ",142,140,14.00,2.67
01/01/0001 00:00:00,01/01/0001 00:00:00,1,3.82,"No ",161,229,17.50,3.00
01/01/0001 00:00:00,01/01/0001 00:00:00,1,1.35,"No ",161,164,8.50,2.00
01/01/0001 00:00:00,01/01/0001 00:00:00,1,0.81,"No ",140,140,5.50,2.32
01/01/0001 00:00:00,01/01/0001 00:00:00,1,1.65,"No ",140,263,7.00,2.50
01/01/0001 00:00:00,01/01/0001 00:00:00,2,4.89,"No ",68,236,23.50,6.82
01/01/0001 00:00:00,01/01/0001 00:00:00,2,2.2,"No ",68,162,13.50,0.00
01/01/0001 00:00:00,01/01/0001 00:00:00,2,0.53,"No ",107,137,4.00,1.56
01/01/0001 00:00:00,01/01/0001 00:00:00,2,5.46,"No ",107,239,21.00,4.96
01/01/0001 00:00:00,01/01/0001 00:00:00,1,0.57,"No ",234,137,5.50,1.86
01/01/0001 00:00:00,01/01/0001 00:00:00,1,13.6,"No ",234,221,40.50,0.00
01/01/0001 00:00:00,01/01/0001 00:00:00,2,1.26,"No ",142,238,6.00,1.96
01/01/0001 00:00:00,01/01/0001 00:00:00,2,4,"No ",142,224,21.00,0.00
01/01/0001 00:00:00,01/01/0001 00:00:00,2,2.9,"No ",234,13,13.50,0.00
01/01/0001 00:00:00,01/01/0001 00:00:00,2,2.86,"No ",234,142,15.50,3.86
01/01/0001 00:00:00,01/01/0001 00:00:00,1,0.65,"No ",229,162,5.00,0.00
01/01/0001 00:00:00,01/01/0001 00:00:00,1,9.4,"No ",229,169,29.50,0.00
01/01/0001 00:00:00,01/01/0001 00:00:00,2,0.58,"No ",263,262,4.50,2.49
01/01/0001 00:00:00,01/01/0001 00:00:00,2,1.45,"No ",263,141,6.00,0.00
01/01/0001 00:00:00,01/01/0001 00:00:00,1,2,"No ",236,239,9.50,2.65
01/01/0001 00:00:00,01/01/0001 00:00:00,1,10.06,"No ",236,173,30.50,0.00
01/01/0001 00:00:00,01/01/0001 00:00:00,1,1.44,"No ",151,166,7.00,2.08
01/01/0001 00:00:00,01/01/0001 00:00:00,1,2.51,"No ",151,116,10.00,0.00
01/01/0001 00:00:00,01/01/0001 00:00:00,1,1.34,"No ",233,163,7.50,2.26
01/01/0001 00:00:00,01/01/0001 00:00:00,1,2.6,"No ",233,263,9.50,0.00
01/01/0001 00:00:00,01/01/0001 00:00:00,3,2.89,"No ",161,236,12.00,3.16
01/01/0001 00:00:00,01/01/0001 00:00:00,3,1.8,"No ",161,234,11.00,1.00
01/01/0001 00:00:00,01/01/0001 00:00:00,1,1.9,"No ",229,224,9.00,0.00
01/01/0001 00:00:00,01/01/0001 00:00:00,1,1.65,"No ",229,263,7.00,1.62
01/01/0001 00:00:00,01/01/0001 00:00:00,1,2.2,"No ",68,143,14.50,0.00
01/01/0001 00:00:00,01/01/0001 00:00:00,1,0.87,"No ",68,249,25.00,4.00
01/01/0001 00:00:00,01/01/0001 00:00:00,1,3.7,"No ",107,236,17.00,3.12
01/01/0001 00:00:00,01/01/0001 00:00:00,1,1.1,"No ",107,79,7.00,2.15
01/01/0001 00:00:00,01/01/0001 00:00:00,1,1.97,"No ",166,116,9.50,2.16
01/01/0001 00:00:00,01/01/0001 00:00:00,1,7.9,"No ",166,7,26.50,6.78
01/01/0001 00:00:00,01/01/0001 00:00:00,1,1.8,"No ",141,162,8.00,2.95
